input_video,output_video,overlay_image,fps,width,height,frame_count,original_duration_sec,speed,output_duration_sec_estimated,overlay_start_sec_original,overlay_duration_sec_original,overlay_end_sec_original,overlay_start_sec_output_estimated,overlay_duration_sec_output_estimated,overlay_end_sec_output_estimated,overlay_start_frame,overlay_end_frame,position,overlay_width_ratio,overlay_alpha,box_alpha,keep_audio_requested,audio_muxed
convert/P251116_150020_151027.mp4,insert_bird/P251116_150020_151027_5x.mp4,check_images/bird.png,25.0,800,600,7492,299.68,5.0,59.936,150.6981868627183,10.0,160.6981868627183,30.13963737254366,2.0,32.13963737254366,3767,4017,top-right,0.18,1.0,0.35,False,False
