input_video,output_video,overlay_image,fps,width,height,frame_count,original_duration_sec,speed,output_duration_sec_estimated,overlay_start_sec_original,overlay_duration_sec_original,overlay_end_sec_original,overlay_start_sec_output_estimated,overlay_duration_sec_output_estimated,overlay_end_sec_output_estimated,overlay_start_frame,overlay_end_frame,position,overlay_width_ratio,overlay_alpha,box_alpha,keep_audio_requested,audio_muxed
convert/P250809_172716_173724.mp4,insert_bird/P250809_172716_173724_5x.mp4,check_images/bird.png,25.0,800,600,7480,299.2,5.0,59.839999999999996,166.4753598023741,10.0,176.4753598023741,33.29507196047482,2.0,35.29507196047482,4162,4412,top-right,0.18,1.0,0.35,False,False
