input_video,output_video,overlay_image,fps,width,height,frame_count,original_duration_sec,speed,output_duration_sec_estimated,overlay_start_sec_original,overlay_duration_sec_original,overlay_end_sec_original,overlay_start_sec_output_estimated,overlay_duration_sec_output_estimated,overlay_end_sec_output_estimated,overlay_start_frame,overlay_end_frame,position,overlay_width_ratio,overlay_alpha,box_alpha,keep_audio_requested,audio_muxed
convert/P250906_194739_195742.mp4,insert_bird/P250906_194739_195742_5x.mp4,check_images/bird.png,25.0,800,600,7428,297.12,5.0,59.424,135.57884111851536,10.0,145.57884111851536,27.11576822370307,2.0,29.11576822370307,3389,3639,top-right,0.18,1.0,0.35,False,False
