input_video,output_video,overlay_image,fps,width,height,frame_count,original_duration_sec,speed,output_duration_sec_estimated,overlay_start_sec_original,overlay_duration_sec_original,overlay_end_sec_original,overlay_start_sec_output_estimated,overlay_duration_sec_output_estimated,overlay_end_sec_output_estimated,overlay_start_frame,overlay_end_frame,position,overlay_width_ratio,overlay_alpha,box_alpha,keep_audio_requested,audio_muxed
convert/P260404_121026_122027.mp4,insert_car/P260404_121026_122027_5x.mp4,check_images/car.png,25.0,800,600,1840,73.6,5.0,14.719999999999999,43.6573433593198,10.0,53.6573433593198,8.731468671863961,2.0,10.731468671863961,1091,1341,top-right,0.18,1.0,0.35,False,False
