input_video,output_video,overlay_image,fps,width,height,frame_count,original_duration_sec,speed,output_duration_sec_estimated,overlay_start_sec_original,overlay_duration_sec_original,overlay_end_sec_original,overlay_start_sec_output_estimated,overlay_duration_sec_output_estimated,overlay_end_sec_output_estimated,overlay_start_frame,overlay_end_frame,position,overlay_width_ratio,overlay_alpha,box_alpha,keep_audio_requested,audio_muxed
convert/P251115_131142_132128.mp4,insert_car/P251115_131142_132128_5x.mp4,check_images/car.png,25.0,800,600,5524,220.96,5.0,44.192,121.70477462892768,10.0,131.70477462892768,24.340954925785535,2.0,26.340954925785535,3043,3293,top-right,0.18,1.0,0.35,False,False
