input_video,output_video,overlay_image,fps,width,height,frame_count,original_duration_sec,speed,output_duration_sec_estimated,overlay_start_sec_original,overlay_duration_sec_original,overlay_end_sec_original,overlay_start_sec_output_estimated,overlay_duration_sec_output_estimated,overlay_end_sec_output_estimated,overlay_start_frame,overlay_end_frame,position,overlay_width_ratio,overlay_alpha,box_alpha,keep_audio_requested,audio_muxed
convert/P250809_172716_173724.mp4,insert_star/P250809_172716_173724_5x.mp4,check_images/star.png,25.0,800,600,7480,299.2,5.0,59.839999999999996,136.22338473672403,10.0,146.22338473672403,27.244676947344807,2.0,29.244676947344807,3406,3656,top-right,0.18,1.0,0.35,False,False
